编码,名称
31.6072034,摩根新材料（上海）有限公司
31.60720784,卡斯柯信号有限公司
31.6072174,上海汉欣电线电缆有限公司
31.60722075,上海普华科技发展有限公司
31.60722513,上海联合滚动轴承有限公司
31.60723114,爱迪西显示测控系统有限公司
31.60724953,诺冠气动器材(上海)有限公司
31.60726362,上海法维莱交通车辆设备有限公司
31.6072641,上海德意达电子电器设备有限公司
31.60726892,上海南洋电材有限公司
31.60727969,费斯托（中国）有限公司
31.60728201,上海康普艾压缩机有限公司
31.60728937,上海嘉里粮油工业有限公司
31.60731859,莱茵技术（上海）有限公司
31.60732114,上海威士文通风工程设备有限公司
31.6073479,优必胜（上海）轴承有限公司
31.60735774,美卡诺元器件(上海)有限公司
31.60735845,杜邦贸易(上海)有限公司
31.6073596,贺德克液压技术(上海)有限公司
31.60736158,依必安派特风机（上海）有限公司
31.60736461X,派克汉尼汾流体传动产品(上海)有限公司
31.60736951,威图电子机械技术(上海)有限公司
31.60737618,上海龙飞国际物流公司
31.60738339,烙克赛克国际贸易(上海)有限公司
31.60738377,西门子国际贸易（上海）有限公司
31.60738705,韬睿惠悦咨询（上海）有限公司
31.60738711,埃森哲（中国）有限公司
31.60739462,瑞侃（上海）贸易有限公司
31.6073948,新钶电子(上海)有限公司
31.6073961,恩艾（中国）仪器有限公司
31.60739892,福禄超高压水射流技术（上海）有限公司
31.60740719X,易格斯拖链轴承仓储贸易（上海）有限公司
31.60740745,上海申克机械有限公司
31.60740834,通号通信信息集团有限公司
31.60740970X,灏讯贸易（上海）有限公司
31.60741679,优成优氏建筑材料(上海)有限公司
31.60742078,上海魏德曼电力绝缘材料有限公司
31.60742981,亚萨合莱自动门系统（上海）有限公司
31.60743269,荷贝克电源系统（上海）有限公司
31.60744013,上海陇嘉自动化机械设备有限公司
31.60769017,上海新一名实业（集团）有限公司
31.60773439R,上海汉测智能科技有限公司
31.60856898W,毅联实业（上海）有限公司
31.6087720XY,上海亚坦仪器仪表有限公司
31.6088497X4,上海唯智工程项目管理有限公司
31.60895337W,上海数造机电科技股份有限公司
31.60904271Y,上海甘必地电子科技有限公司
31.61172326,上海怡翔国际货运发展有限公司
31.61180093C,上海精玛睿企业管理有限公司
31.61600895G,上海安越企业管理咨询有限公司
31.61639686,上海汉普液压机械有限公司
31.61876942T,弈镁（上海）贸易有限公司
31.61898041N,上海昊航商务咨询有限公司
31.62214961,上海斐然机械设备有限公司
31.62437106,上海禾舜机电设备有限公司
31.6244079X4,上海人从众企业管理咨询有限公司
31.62442749,美特斯工业系统（中国）有限公司
31.62448779G,上海安邦实业发展有限公司
31.62530875H,上海同屹会展服务有限公司
31.62562973K,上海昱炫船舶科技发展有限责任公司
31.63027925,上海爱康新型建材有限公司
31.63031092,上海怡润行交通设备有限公司
31.63034471,上海国之鼎铁路机电有限公司
31.63042907,上海远洋国际集装箱储运有限公司
31.6304491,上海扬升实业有限公司
31.63045248,上海凯泉泵业（集团）有限公司
31.63059604R,必维质量技术服务（上海）有限公司
31.63070397,上海文依电器有限公司
31.63072384,上海川岭仪器仪表合作公司
31.63078362T,上海图诺机电科技有限公司
31.63078595,上海南大集团有限公司
31.63079296,上海精星仓储设备工程有限公司
31.63079313X,上海鼎虎工业设备有限公司
31.63088621,上海奥威科技开发有限公司
31.6309039,上海天正机电（集团）有限公司
31.63103545,上海韦戈技术工程有限公司
31.63104825,上海豪讯贸易发展有限公司
31.63115507,上海巍诚科技发展有限公司
31.63116582,上海晨辉商务咨询有限公司
31.6311805,上海雯斌机电有限公司
31.63126962,上海盛立机电设备科技有限公司
31.63128389,上海德力西集团有限公司
31.63135891,全华物流中心有限公司
31.63143554,上海久立汽车配件制造有限公司
31.63143772,上海微积丰贸易发展有限公司
31.63144144,上海东车机车车辆销售租赁有限公司
31.63145898,上海博杰科技股份有限公司
31.63153395,上海至尊五金机电有限公司
31.63157986,上海电器设备检测所
31.63160451,上海佳茂电子有限公司
31.63161356,上海瑞克科技发展有限公司
31.63177442,上海加力搬运设备有限公司
31.63205394,上海申意地铁设备工程有限公司
31.63214333,上海明镒实业有限公司
31.63220638,上海震坤行贸易有限公司
31.63221076X,上海得力润滑油有限公司
31.63709199Q,得捷电子（上海）有限公司
31.64296091,上海启发物流有限公司
31.64349520B,上海澳马车辆物资采购有限公司
31.64779339,欧佩意（上海）液压管路加工设备有限公司
31.65576044J,埃特博朗咨询（上海）有限公司
31.6596037XW,上海舜华新能源系统有限公司
31.6596404,上海艺凯设计有限公司
31.66046627,上海福轩环保科技有限公司
31.6604855X3,上海特马液压设备有限公司
31.6607049,上海丰渡环保科技有限公司
31.6624954,上海太创计算机科技有限公司
31.66525308Y,上海能博会展有限公司
31.66556534,纵济本（上海）贸易有限公司
31.66600625,阿美特克商贸(上海)有限公司
31.6660881,上海韵友国际贸易有限公司
31.66778526,钛柯电子科技（上海）有限公司
31.66781081,上海纵横轨道交通设备有限公司
31.66935815,上海德托机械有限公司
31.66940811,安永（中国）企业咨询有限公司
31.67113909,上海协尔化学科技有限公司
31.67119372,上海路嘉电气有限公司
31.67266896X,上海海立特凯迈特制冷设备有限公司
31.67269088,上海日见电器设备有限公司
31.67269331,上海宇安贸易有限公司
31.67474915,上海源联木业有限公司宁波分公司
31.67625038,上海北塔软件股份有限公司
31.67625916X,雷莫电子（上海）有限公司
31.67626345X,上海隼特工业自动化工程有限公司
31.67628218,上海树俊纸业有限公司
31.67780121,上海尚娜无损检测设备有限公司
31.67782113,上海现尚电子科技有限公司
31.67783482,欧泰信息科技（上海）有限公司
31.67785286,上海瑞上兴通讯信号器材有限公司
31.67789214E,上海丽途旅游服务管理有限公司
31.67848529,上海浩泽诺瑞空气净化科技有限公司
31.67933187,上海惠骋实业发展有限公司
31.68009817,上海耀徽电气有限公司
31.68050908K,华伍轨道交通装备（上海）有限责任公司
31.68096226,北京市嘉源律师事务所上海分所
31.68227571,上海匡立汽车零部件有限公司
31.6838331XC,上海质行国际旅行社有限公司
31.68401254,上海林频仪器股份有限公司
31.68402958,上海汉尔得自动化设备有限公司
31.68403438,西阁玛软件系统（上海）有限公司
31.68408175,上海蓉达国际货运代理有限公司
31.68408647,上海粤欣铁路机械配件有限公司
31.68553937,中金招标有限责任公司上海分公司
31.68554489,上海鑫抚源国际贸易有限公司
31.68735957X,上海虎泰机电设备有限公司
31.68776172,上海剑平动平衡机制造有限公司
31.69014033,上海孚倍机电工程技术有限公司
31.69156853,上海中科深江电动车辆有限公司
31.69292349,上海坤友电气有限公司
31.69372463F,上海妙文会展服务有限公司
31.6937259,上海鼎襄机电设备有限公司
31.69382733C,罗巴鲁(上海)商贸有限公司
31.69406819P,上海步频电子科技有限公司
31.6940736,上海庆生测试设备有限公司
31.69421122,上海迪扬过滤系统有限公司
31.69421597X,上海松芝轨道车辆空调有限公司
31.69433094R,上海欣旋企业管理咨询有限公司
31.69628046N,上海硕恒实业有限公司
31.69636652R,励通（上海）机电设备有限公司
31.69877197,上海铁路物资有限公司
31.69881073,上海铂众汽车销售服务有限公司
31.70300862,灏讯通讯传送产品制造（上海）有限公司
31.70303103,上海邦德机电高科技有限公司
31.70309977,上海壬丰复合材料有限公司
31.70312193,上海亿科精细化学品有限责任公司
31.70313567,上海永达汽车浦西销售服务有限公司
31.70314475,上海一登办公家具有限公司
31.70314517,唯智信息技术（上海）股份有限公司
31.7031614,上海逊湖机电科技有限公司
31.70331021,发思特软件（上海）有限公司
31.70334987,上海通贸搬运机械有限公司
31.70344466,上海春光电子有限公司
31.70348101,上海海希工业通讯股份有限公司
31.70348632,上海锐得电子有限公司
31.70348916,欧地希机电(上海)有限公司
31.70774091W,上海通周机械设备工程有限公司
31.70914271M,上海金翅鹏实业有限公司
31.70918491,上海亦勒广告有限公司
31.71146204,上海禾骏焊接技术有限公司
31.71245013E,上海麒济检测科技有限公司
31.71412971,盐城市海通铁路配件有限公司
31.71785419,斯凯孚(中国)销售有限公司
31.71786109,捷爱士国际货物运输代理(上海)有限公司
31.72121566L,上海思百吉仪器系统有限公司
31.7212816XP,飞速主轴技术（上海）有限公司
31.72137963X,上海幻维数码创意科技有限公司
31.72403192B,法中轨道交通运输设备（上海）有限公司
31.72441228,上海传奇国际货物运输代理有限公司
31.72667094F,上海久翊汽车零部件有限公司
31.72677110B,思源清能电气电子有限公司
31.72699360F,上海伟佳展览服务有限公司
31.72744037E,上海加澳商贸有限公司
31.72872263A,索斯沃斯（上海）升降设备有限公司
31.72904105R,上海鼎厉实业有限公司
31.72940935,上海互联机电产品销售有限公司
31.72941923,上海华魏自动化设备有限公司
31.7294475,天钢金属（上海）有限公司
31.72946913,泰雷兹自动控制系统（上海）有限公司
31.72948407,上海中电罗莱电气股份有限公司
31.73282177G,万得信息技术股份有限公司
31.73336837,上海阳光物流有限公司
31.73338479,科尼起重机设备（上海）有限公司
31.73454091,海拉贸易（上海）有限公司
31.73457116,克鲁勃润滑剂(上海)有限公司
31.73541332,上海伟历信工程咨询有限公司
31.73543521,埃克塞德电源（上海）有限公司
31.73620933,索斯科锁定系统(上海)有限公司
31.7362324,上海胜华电缆（集团）有限公司
31.73665902,上海彦豪工贸有限公司
31.73666382,上海凯倍达电子科技有限公司
31.73666529,菱大机电设备(上海)有限公司
31.73745283,中海集团物流有限公司
31.73813491,上海铁润金属材料有限公司
31.7381376,上海瑞伯德智能系统科技有限公司
31.73853739X,南德认证检测(中国)有限公司上海分公司_
31.73854751,上海加冷松芝汽车空调股份有限公司
31.73900447,上海厦仪润滑产品有限公司
31.73977721,上海翘运货运代理有限公司
31.74119181X,劳士领国际贸易（上海）有限公司
31.74160377,上海三环弹簧有限公司
31.7426538,上海威盛国际贸易有限公司
31.74375335,上海南邦润滑剂（南邦洗涤剂）有限公司
31.74421447,上海海鹤机械配件制造有限公司
31.74422074,伍尔特（上海）五金工具有限公司
31.74424354X,上海奔宇泵业制造有限公司
31.7449051,上海科泰运输制冷设备有限公司
31.74494182,佰安表面处理（上海）有限公司
31.74562436,虎伯拉铰接系统(上海)有限公司
31.74650172,缆普电缆（上海）有限公司
31.74651947,上海群力紧固件制造有限公司
31.74653357,上海苏特电气有限公司
31.74728502,上海轨道交通设备发展有限公司
31.74762562,上海明索重型机械股份有限公司
31.74763547,上海英培商务咨询有限公司
31.74786739Y,上海舜毓机电设备有限公司
31.74806369,上海南浦仪表厂
31.74808511,莫尔塑料（上海）有限公司
31.74809227,上海特安一凯轴承有限公司
31.74809893,上海蓝科电气有限公司
31.74834104N,上海慧程工程技术服务有限公司
31.74879134,上海吉泰新电气有限公司
31.74925827,上海和山进出口有限公司
31.74926023,上海康茂胜自动控制有限公司
